,Unnamed: 0,path
735,,Train/Images/seismic_x_735.png
736,,Train/Images/seismic_x_736.png
737,,Train/Images/seismic_x_737.png
738,,Train/Images/seismic_x_738.png
739,,Train/Images/seismic_x_739.png
740,,Train/Images/seismic_x_740.png
741,,Train/Images/seismic_x_741.png
742,,Train/Images/seismic_x_742.png
743,,Train/Images/seismic_x_743.png
744,,Train/Images/seismic_x_744.png
745,,Train/Images/seismic_x_745.png
746,,Train/Images/seismic_x_746.png
747,,Train/Images/seismic_x_747.png
748,,Train/Images/seismic_x_748.png
749,,Train/Images/seismic_x_749.png
750,,Train/Images/seismic_x_750.png
751,,Train/Images/seismic_x_751.png
752,,Train/Images/seismic_x_752.png
753,,Train/Images/seismic_x_753.png
754,,Train/Images/seismic_x_754.png
755,,Train/Images/seismic_x_755.png
756,,Train/Images/seismic_x_756.png
757,,Train/Images/seismic_x_757.png
758,,Train/Images/seismic_x_758.png
759,,Train/Images/seismic_x_759.png
760,,Train/Images/seismic_x_760.png
761,,Train/Images/seismic_x_761.png
762,,Train/Images/seismic_x_762.png
763,,Train/Images/seismic_x_763.png
764,,Train/Images/seismic_x_764.png
765,,Train/Images/seismic_x_765.png
766,,Train/Images/seismic_x_766.png
767,,Train/Images/seismic_x_767.png
768,,Train/Images/seismic_x_768.png
769,,Train/Images/seismic_x_769.png
770,,Train/Images/seismic_x_770.png
771,,Train/Images/seismic_x_771.png
772,,Train/Images/seismic_x_772.png
773,,Train/Images/seismic_x_773.png
774,,Train/Images/seismic_x_774.png
775,,Train/Images/seismic_x_775.png
776,,Train/Images/seismic_x_776.png
777,,Train/Images/seismic_x_777.png
778,,Train/Images/seismic_x_778.png
779,,Train/Images/seismic_x_779.png
780,,Train/Images/seismic_x_780.png
781,,Train/Images/seismic_x_781.png
